abortion,state,eth,male,age,educ,repvote,region
1,WI,White,0.5,70+,4-Year College,0.50407989,North Central
0,MN,White,-0.5,50-59,HS,0.491681431,North Central
0,MA,White,0.5,18-29,No HS,0.353487213,Northeast
1,TX,Other,-0.5,30-39,HS,0.547132256,South
1,TX,White,-0.5,60-69,HS,0.547132256,South
0,TX,White,0.5,50-59,4-Year College,0.547132256,South
0,NJ,White,-0.5,30-39,HS,0.427158099,Northeast
1,CA,White,0.5,70+,4-Year College,0.338717892,West
0,KY,White,-0.5,30-39,Some college,0.65670629,South
0,NY,White,-0.5,50-59,HS,0.382275815,Northeast
0,IL,Other,-0.5,30-39,Post-grad,0.409799486,North Central
1,PA,White,-0.5,60-69,HS,0.503755358,Northeast
0,VA,Other,-0.5,50-59,Post-grad,0.471736237,South
1,NY,Black,0.5,30-39,4-Year College,0.382275815,Northeast
0,IA,Other,0.5,40-49,Some college,0.550635478,North Central
0,NV,Hispanic,0.5,50-59,4-Year College,0.487062906,West
0,NC,White,-0.5,70+,Post-grad,0.519037458,South
0,FL,White,0.5,50-59,Some college,0.506188355,South
0,FL,White,0.5,70+,Post-grad,0.506188355,South
0,IL,White,-0.5,70+,Some college,0.409799486,North Central
0,FL,White,0.5,50-59,HS,0.506188355,South
0,NC,White,0.5,18-29,4-Year College,0.519037458,South
1,WI,White,-0.5,40-49,Some college,0.50407989,North Central
0,PA,White,-0.5,30-39,4-Year College,0.503755358,Northeast
1,CA,Hispanic,-0.5,30-39,4-Year College,0.338717892,West
0,FL,Hispanic,-0.5,30-39,Some college,0.506188355,South
1,CA,Other,-0.5,30-39,Some college,0.338717892,West
0,OH,White,0.5,40-49,4-Year College,0.542676846,North Central
0,MI,White,0.5,18-29,Some college,0.501176682,North Central
1,SC,Other,-0.5,50-59,Post-grad,0.574602564,South
1,WA,White,0.5,50-59,4-Year College,0.412130688,West
1,MI,White,-0.5,40-49,Some college,0.501176682,North Central
0,CA,White,0.5,70+,Some college,0.338717892,West
0,VA,White,0.5,30-39,Post-grad,0.471736237,South
1,CA,Hispanic,-0.5,18-29,HS,0.338717892,West
0,KY,Black,0.5,60-69,Some college,0.65670629,South
1,MI,White,-0.5,40-49,Some college,0.501176682,North Central
1,CA,White,0.5,60-69,4-Year College,0.338717892,West
1,MI,White,0.5,40-49,Post-grad,0.501176682,North Central
1,MN,White,-0.5,18-29,HS,0.491681431,North Central
1,GA,White,0.5,50-59,Some college,0.526611726,South
0,PA,White,-0.5,40-49,4-Year College,0.503755358,Northeast
0,WY,White,-0.5,40-49,Some college,0.757053196,West
1,VA,White,-0.5,40-49,Some college,0.471736237,South
1,HI,White,0.5,60-69,Post-grad,0.325586625,West
1,WI,White,-0.5,50-59,Some college,0.50407989,North Central
0,CA,White,0.5,18-29,Some college,0.338717892,West
0,NH,White,0.5,70+,Post-grad,0.498029716,Northeast
0,NC,White,0.5,50-59,Post-grad,0.519037458,South
0,CA,White,-0.5,60-69,Post-grad,0.338717892,West
0,MN,White,0.5,70+,Post-grad,0.491681431,North Central
1,MI,White,-0.5,60-69,Post-grad,0.501176682,North Central
0,WI,Other,-0.5,30-39,4-Year College,0.50407989,North Central
1,WA,White,-0.5,30-39,Some college,0.412130688,West
0,CA,White,-0.5,60-69,4-Year College,0.338717892,West
0,MI,White,-0.5,50-59,Some college,0.501176682,North Central
0,OR,White,-0.5,60-69,Post-grad,0.438441611,West
0,AR,White,-0.5,50-59,Some college,0.642851377,South
0,TX,White,0.5,60-69,HS,0.547132256,South
0,WI,White,0.5,30-39,HS,0.50407989,North Central
1,ME,White,0.5,40-49,Some college,0.484032089,Northeast
0,TX,White,-0.5,40-49,4-Year College,0.547132256,South
1,AZ,White,-0.5,70+,HS,0.518900234,West
1,MO,Hispanic,-0.5,30-39,HS,0.59818561,North Central
0,TX,Black,-0.5,18-29,Some college,0.547132256,South
0,IL,Black,-0.5,50-59,Some college,0.409799486,North Central
0,ME,White,0.5,60-69,Some college,0.484032089,Northeast
0,WI,Hispanic,-0.5,30-39,Some college,0.50407989,North Central
1,CA,White,-0.5,50-59,HS,0.338717892,West
1,IA,White,0.5,50-59,Some college,0.550635478,North Central
0,FL,Hispanic,-0.5,18-29,HS,0.506188355,South
0,NY,Hispanic,-0.5,30-39,Some college,0.382275815,Northeast
1,TX,White,0.5,18-29,4-Year College,0.547132256,South
0,MA,White,0.5,18-29,Some college,0.353487213,Northeast
0,MI,White,-0.5,30-39,Some college,0.501176682,North Central
0,DE,Black,0.5,40-49,Some college,0.440013786,South
0,WI,White,0.5,50-59,4-Year College,0.50407989,North Central
1,TX,White,0.5,70+,Some college,0.547132256,South
0,SC,Other,0.5,30-39,Some college,0.574602564,South
0,NY,White,-0.5,50-59,HS,0.382275815,Northeast
0,NY,White,-0.5,50-59,HS,0.382275815,Northeast
1,OH,Other,-0.5,50-59,4-Year College,0.542676846,North Central
1,OH,White,0.5,70+,Post-grad,0.542676846,North Central
0,WA,White,0.5,50-59,Some college,0.412130688,West
1,FL,White,-0.5,60-69,Some college,0.506188355,South
0,PA,White,-0.5,30-39,4-Year College,0.503755358,Northeast
1,FL,White,0.5,30-39,4-Year College,0.506188355,South
1,GA,White,-0.5,50-59,Some college,0.526611726,South
1,IN,Other,0.5,50-59,4-Year College,0.601173095,North Central
0,NC,Black,-0.5,18-29,HS,0.519037458,South
0,FL,White,-0.5,60-69,Some college,0.506188355,South
1,FL,Hispanic,-0.5,40-49,4-Year College,0.506188355,South
1,PA,White,0.5,18-29,Some college,0.503755358,Northeast
0,NY,Black,-0.5,50-59,HS,0.382275815,Northeast
1,UT,White,-0.5,30-39,Some college,0.623836582,West
0,MA,White,0.5,50-59,HS,0.353487213,Northeast
0,FL,Other,-0.5,60-69,HS,0.506188355,South
0,OH,White,-0.5,18-29,Some college,0.542676846,North Central
0,NY,White,-0.5,18-29,4-Year College,0.382275815,Northeast
0,VA,White,-0.5,30-39,4-Year College,0.471736237,South
1,TX,White,0.5,40-49,4-Year College,0.547132256,South
1,OH,White,0.5,50-59,HS,0.542676846,North Central
1,NH,White,-0.5,30-39,Some college,0.498029716,Northeast
0,FL,White,-0.5,70+,HS,0.506188355,South
0,MO,White,0.5,50-59,Post-grad,0.59818561,North Central
1,CA,White,-0.5,40-49,HS,0.338717892,West
0,KY,White,-0.5,50-59,4-Year College,0.65670629,South
0,VA,Other,0.5,30-39,Post-grad,0.471736237,South
1,OH,White,-0.5,30-39,Some college,0.542676846,North Central
1,AR,White,-0.5,70+,Some college,0.642851377,South
0,MO,White,0.5,50-59,HS,0.59818561,North Central
0,LA,White,-0.5,50-59,4-Year College,0.601716772,South
0,AZ,White,0.5,70+,HS,0.518900234,West
0,NY,Black,-0.5,60-69,HS,0.382275815,Northeast
0,VA,White,0.5,50-59,HS,0.471736237,South
1,KY,Other,-0.5,30-39,Some college,0.65670629,South
1,OK,White,-0.5,30-39,Some college,0.693047372,South
0,IN,White,-0.5,40-49,Post-grad,0.601173095,North Central
0,AZ,Hispanic,-0.5,18-29,Some college,0.518900234,West
0,OH,White,0.5,18-29,Some college,0.542676846,North Central
1,VA,White,-0.5,70+,HS,0.471736237,South
1,AR,White,-0.5,40-49,Some college,0.642851377,South
0,ID,White,0.5,50-59,Some college,0.683101767,West
0,MD,White,-0.5,18-29,Some college,0.359837503,South
0,TX,Hispanic,-0.5,30-39,No HS,0.547132256,South
0,CA,White,-0.5,60-69,HS,0.338717892,West
0,MO,Black,-0.5,60-69,HS,0.59818561,North Central
0,AL,Other,-0.5,18-29,4-Year College,0.643741436,South
0,GA,Black,-0.5,60-69,Some college,0.526611726,South
1,CA,White,-0.5,18-29,HS,0.338717892,West
0,IL,White,-0.5,40-49,HS,0.409799486,North Central
0,IA,Black,0.5,30-39,4-Year College,0.550635478,North Central
0,CA,White,-0.5,60-69,Post-grad,0.338717892,West
0,OH,White,0.5,50-59,4-Year College,0.542676846,North Central
0,MO,White,-0.5,18-29,4-Year College,0.59818561,North Central
0,TN,White,0.5,40-49,Some college,0.63624343,South
0,IA,White,0.5,60-69,HS,0.550635478,North Central
1,PA,Other,0.5,30-39,Post-grad,0.503755358,Northeast
0,AZ,White,-0.5,50-59,4-Year College,0.518900234,West
0,FL,White,0.5,70+,Post-grad,0.506188355,South
1,LA,White,0.5,18-29,Some college,0.601716772,South
1,TN,White,0.5,40-49,4-Year College,0.63624343,South
0,NY,White,-0.5,60-69,4-Year College,0.382275815,Northeast
0,TN,Black,-0.5,50-59,HS,0.63624343,South
1,NM,Hispanic,-0.5,18-29,4-Year College,0.453492051,West
1,MO,White,0.5,50-59,Some college,0.59818561,North Central
0,MI,Black,-0.5,40-49,HS,0.501176682,North Central
0,FL,White,-0.5,70+,Post-grad,0.506188355,South
0,OK,White,-0.5,60-69,HS,0.693047372,South
0,TX,White,-0.5,50-59,4-Year College,0.547132256,South
0,IA,White,-0.5,70+,Some college,0.550635478,North Central
1,MD,White,-0.5,60-69,4-Year College,0.359837503,South
1,NY,White,-0.5,40-49,HS,0.382275815,Northeast
1,CA,White,-0.5,70+,4-Year College,0.338717892,West
1,NY,Other,0.5,18-29,4-Year College,0.382275815,Northeast
1,CA,Hispanic,0.5,40-49,Some college,0.338717892,West
0,MD,White,-0.5,60-69,HS,0.359837503,South
1,LA,White,0.5,30-39,Some college,0.601716772,South
1,WA,White,0.5,70+,Some college,0.412130688,West
1,TN,Hispanic,-0.5,18-29,HS,0.63624343,South
0,TN,White,-0.5,18-29,4-Year College,0.63624343,South
0,SC,Black,0.5,60-69,Some college,0.574602564,South
0,MD,White,0.5,50-59,Post-grad,0.359837503,South
0,CA,Hispanic,-0.5,40-49,Some college,0.338717892,West
1,FL,White,-0.5,70+,HS,0.506188355,South
0,MD,White,-0.5,18-29,Post-grad,0.359837503,South
1,TX,White,0.5,30-39,4-Year College,0.547132256,South
0,TX,Hispanic,-0.5,30-39,Some college,0.547132256,South
1,AZ,White,-0.5,50-59,Some college,0.518900234,West
0,GA,Black,-0.5,40-49,Post-grad,0.526611726,South
0,PA,White,-0.5,50-59,Some college,0.503755358,Northeast
1,MI,White,0.5,30-39,Post-grad,0.501176682,North Central
0,MD,Black,-0.5,30-39,Some college,0.359837503,South
0,FL,Other,0.5,18-29,Some college,0.506188355,South
1,MA,Other,0.5,18-29,Post-grad,0.353487213,Northeast
0,WV,White,0.5,70+,HS,0.721610523,South
0,CA,Other,0.5,18-29,4-Year College,0.338717892,West
0,TN,Other,0.5,18-29,4-Year College,0.63624343,South
0,TN,White,-0.5,50-59,No HS,0.63624343,South
0,NE,White,0.5,40-49,Post-grad,0.635476741,North Central
1,SC,White,-0.5,70+,HS,0.574602564,South
1,GA,White,-0.5,50-59,HS,0.526611726,South
0,OH,White,-0.5,50-59,Some college,0.542676846,North Central
1,KY,White,-0.5,18-29,HS,0.65670629,South
1,NC,White,-0.5,60-69,Some college,0.519037458,South
0,WI,White,-0.5,60-69,HS,0.50407989,North Central
0,IA,White,-0.5,30-39,Some college,0.550635478,North Central
1,WV,White,-0.5,50-59,No HS,0.721610523,South
1,SC,White,0.5,18-29,HS,0.574602564,South
0,NM,White,-0.5,40-49,Post-grad,0.453492051,West
1,MA,White,0.5,18-29,HS,0.353487213,Northeast
1,MA,White,-0.5,60-69,HS,0.353487213,Northeast
1,TN,Other,0.5,50-59,Post-grad,0.63624343,South
0,CA,Black,-0.5,40-49,Some college,0.338717892,West
1,CA,Other,-0.5,50-59,Some college,0.338717892,West
0,NY,White,-0.5,70+,Some college,0.382275815,Northeast
1,TN,White,-0.5,60-69,Some college,0.63624343,South
0,WA,White,0.5,18-29,4-Year College,0.412130688,West
1,NC,White,0.5,18-29,HS,0.519037458,South
0,NC,White,-0.5,60-69,HS,0.519037458,South
1,NY,Black,-0.5,40-49,Some college,0.382275815,Northeast
1,IL,White,0.5,40-49,Post-grad,0.409799486,North Central
0,WA,White,-0.5,40-49,HS,0.412130688,West
0,IN,Hispanic,-0.5,40-49,4-Year College,0.601173095,North Central
0,PA,White,-0.5,60-69,HS,0.503755358,Northeast
1,NC,White,0.5,70+,Some college,0.519037458,South
0,NY,White,-0.5,30-39,4-Year College,0.382275815,Northeast
0,AL,Black,-0.5,18-29,4-Year College,0.643741436,South
0,SC,White,-0.5,18-29,HS,0.574602564,South
1,MO,White,0.5,70+,No HS,0.59818561,North Central
0,NY,Black,-0.5,40-49,4-Year College,0.382275815,Northeast
1,AR,White,0.5,18-29,HS,0.642851377,South
0,HI,Other,-0.5,18-29,Some college,0.325586625,West
0,TN,White,-0.5,50-59,Some college,0.63624343,South
1,TX,White,0.5,50-59,Some college,0.547132256,South
0,TX,Hispanic,0.5,30-39,4-Year College,0.547132256,South
0,FL,Hispanic,0.5,50-59,HS,0.506188355,South
0,FL,White,0.5,18-29,HS,0.506188355,South
1,MO,White,0.5,50-59,Some college,0.59818561,North Central
0,IA,Other,0.5,60-69,4-Year College,0.550635478,North Central
0,CA,Black,-0.5,30-39,Some college,0.338717892,West
1,FL,White,-0.5,60-69,4-Year College,0.506188355,South
0,TX,Hispanic,-0.5,40-49,4-Year College,0.547132256,South
1,TX,Other,-0.5,18-29,Some college,0.547132256,South
1,CO,White,0.5,70+,Some college,0.473166666,West
1,GA,White,0.5,50-59,Some college,0.526611726,South
0,CA,White,-0.5,18-29,Some college,0.338717892,West
1,TN,White,0.5,50-59,Some college,0.63624343,South
1,MI,White,-0.5,50-59,4-Year College,0.501176682,North Central
1,CA,White,0.5,40-49,HS,0.338717892,West
0,TX,White,-0.5,18-29,Some college,0.547132256,South
0,NV,White,-0.5,18-29,4-Year College,0.487062906,West
1,DE,White,-0.5,60-69,Some college,0.440013786,South
1,SC,White,-0.5,30-39,Some college,0.574602564,South
0,NY,White,-0.5,60-69,Post-grad,0.382275815,Northeast
0,WA,White,-0.5,18-29,Some college,0.412130688,West
0,IN,White,-0.5,60-69,HS,0.601173095,North Central
1,MA,White,0.5,60-69,Post-grad,0.353487213,Northeast
1,TX,White,-0.5,40-49,HS,0.547132256,South
0,CA,Hispanic,-0.5,50-59,4-Year College,0.338717892,West
1,MO,White,-0.5,60-69,HS,0.59818561,North Central
0,NY,White,-0.5,50-59,Some college,0.382275815,Northeast
1,NY,White,-0.5,60-69,HS,0.382275815,Northeast
0,NY,Other,0.5,30-39,Post-grad,0.382275815,Northeast
1,OH,White,-0.5,50-59,4-Year College,0.542676846,North Central
1,KY,White,-0.5,30-39,HS,0.65670629,South
0,KY,White,-0.5,18-29,4-Year College,0.65670629,South
1,AL,White,0.5,50-59,4-Year College,0.643741436,South
0,NY,White,-0.5,50-59,HS,0.382275815,Northeast
0,NY,White,-0.5,40-49,Some college,0.382275815,Northeast
1,FL,White,-0.5,18-29,Some college,0.506188355,South
1,TX,Black,0.5,50-59,4-Year College,0.547132256,South
1,OH,White,0.5,50-59,Post-grad,0.542676846,North Central
1,KY,White,-0.5,18-29,No HS,0.65670629,South
1,MO,White,-0.5,50-59,HS,0.59818561,North Central
0,TX,White,-0.5,40-49,HS,0.547132256,South
1,WV,White,-0.5,70+,No HS,0.721610523,South
1,PA,White,-0.5,60-69,HS,0.503755358,Northeast
0,ID,White,0.5,30-39,4-Year College,0.683101767,West
0,AL,Black,-0.5,60-69,Post-grad,0.643741436,South
0,TX,White,-0.5,40-49,Post-grad,0.547132256,South
0,PA,White,-0.5,30-39,Post-grad,0.503755358,Northeast
0,PA,White,0.5,30-39,Post-grad,0.503755358,Northeast
1,PA,White,0.5,70+,Some college,0.503755358,Northeast
1,MS,White,0.5,60-69,HS,0.590898473,South
1,FL,White,0.5,60-69,4-Year College,0.506188355,South
0,GA,Black,0.5,18-29,Some college,0.526611726,South
1,NY,White,0.5,60-69,Some college,0.382275815,Northeast
0,AZ,Hispanic,-0.5,30-39,Some college,0.518900234,West
1,MT,White,0.5,60-69,Post-grad,0.611096643,West
0,WA,White,0.5,30-39,Some college,0.412130688,West
1,KY,White,-0.5,18-29,Some college,0.65670629,South
1,TX,White,-0.5,40-49,4-Year College,0.547132256,South
1,KY,White,0.5,40-49,4-Year College,0.65670629,South
1,CA,Other,-0.5,18-29,4-Year College,0.338717892,West
1,GA,Black,-0.5,30-39,Some college,0.526611726,South
1,IL,White,0.5,70+,4-Year College,0.409799486,North Central
0,NC,Hispanic,0.5,40-49,4-Year College,0.519037458,South
1,GA,White,0.5,70+,Post-grad,0.526611726,South
0,IL,Hispanic,-0.5,18-29,HS,0.409799486,North Central
0,GA,Black,-0.5,50-59,4-Year College,0.526611726,South
0,FL,White,-0.5,18-29,4-Year College,0.506188355,South
0,IN,White,-0.5,50-59,Post-grad,0.601173095,North Central
0,IN,White,0.5,70+,4-Year College,0.601173095,North Central
0,TX,Black,-0.5,18-29,Some college,0.547132256,South
1,MI,White,-0.5,60-69,Some college,0.501176682,North Central
0,WI,White,-0.5,50-59,HS,0.50407989,North Central
0,FL,Hispanic,-0.5,30-39,Some college,0.506188355,South
0,UT,Other,0.5,18-29,Some college,0.623836582,West
1,CA,Black,0.5,30-39,Some college,0.338717892,West
0,ID,White,0.5,60-69,Post-grad,0.683101767,West
0,GA,White,0.5,50-59,Post-grad,0.526611726,South
0,CA,Black,-0.5,18-29,HS,0.338717892,West
0,CA,White,0.5,30-39,4-Year College,0.338717892,West
0,CA,Hispanic,-0.5,40-49,4-Year College,0.338717892,West
1,TX,White,0.5,60-69,Some college,0.547132256,South
1,NM,White,0.5,60-69,HS,0.453492051,West
0,TX,Black,0.5,18-29,Some college,0.547132256,South
1,WA,White,-0.5,30-39,4-Year College,0.412130688,West
1,CA,Black,-0.5,50-59,Some college,0.338717892,West
0,CA,Other,0.5,70+,Post-grad,0.338717892,West
1,PA,Hispanic,0.5,30-39,4-Year College,0.503755358,Northeast
0,FL,Hispanic,-0.5,40-49,HS,0.506188355,South
0,CA,White,0.5,30-39,4-Year College,0.338717892,West
0,MD,Hispanic,-0.5,30-39,4-Year College,0.359837503,South
0,CA,Black,-0.5,60-69,HS,0.338717892,West
0,NY,White,0.5,70+,Some college,0.382275815,Northeast
1,PA,White,0.5,18-29,HS,0.503755358,Northeast
0,NV,Hispanic,0.5,30-39,Some college,0.487062906,West
1,PA,Black,-0.5,30-39,Some college,0.503755358,Northeast
0,CA,White,-0.5,40-49,Post-grad,0.338717892,West
1,MN,White,-0.5,18-29,Some college,0.491681431,North Central
0,MN,White,0.5,40-49,Some college,0.491681431,North Central
1,MI,White,0.5,30-39,HS,0.501176682,North Central
1,MO,White,0.5,18-29,Some college,0.59818561,North Central
0,CA,White,0.5,18-29,Some college,0.338717892,West
1,MO,White,-0.5,50-59,4-Year College,0.59818561,North Central
0,AZ,White,0.5,70+,Some college,0.518900234,West
1,OH,White,0.5,60-69,4-Year College,0.542676846,North Central
0,NC,White,-0.5,18-29,Some college,0.519037458,South
1,LA,Black,0.5,18-29,Some college,0.601716772,South
0,MA,White,-0.5,60-69,Some college,0.353487213,Northeast
1,CA,Other,0.5,30-39,Some college,0.338717892,West
0,CO,White,0.5,30-39,4-Year College,0.473166666,West
0,WA,White,-0.5,60-69,HS,0.412130688,West
0,MN,White,-0.5,60-69,4-Year College,0.491681431,North Central
1,CA,White,0.5,70+,Some college,0.338717892,West
0,CA,Other,0.5,60-69,Post-grad,0.338717892,West
1,NE,White,0.5,70+,HS,0.635476741,North Central
1,NV,White,-0.5,50-59,Some college,0.487062906,West
0,VA,White,-0.5,30-39,HS,0.471736237,South
0,NY,Other,-0.5,18-29,Some college,0.382275815,Northeast
1,VA,Black,0.5,50-59,Some college,0.471736237,South
1,GA,White,-0.5,18-29,Some college,0.526611726,South
0,MT,White,-0.5,30-39,HS,0.611096643,West
1,NJ,White,0.5,40-49,Some college,0.427158099,Northeast
0,TX,White,0.5,40-49,4-Year College,0.547132256,South
1,MI,Other,-0.5,40-49,Post-grad,0.501176682,North Central
0,AL,Other,-0.5,40-49,Some college,0.643741436,South
1,IL,White,0.5,40-49,Some college,0.409799486,North Central
1,TX,Hispanic,-0.5,18-29,HS,0.547132256,South
0,CO,White,0.5,30-39,Post-grad,0.473166666,West
1,OK,White,0.5,70+,No HS,0.693047372,South
1,IN,White,-0.5,30-39,Some college,0.601173095,North Central
0,AR,Black,-0.5,40-49,Some college,0.642851377,South
0,HI,Other,0.5,40-49,4-Year College,0.325586625,West
1,CA,White,0.5,60-69,4-Year College,0.338717892,West
1,OH,White,-0.5,40-49,4-Year College,0.542676846,North Central
1,MS,Black,-0.5,50-59,HS,0.590898473,South
0,FL,White,-0.5,30-39,HS,0.506188355,South
0,CA,White,-0.5,40-49,Post-grad,0.338717892,West
0,IN,White,-0.5,60-69,HS,0.601173095,North Central
0,FL,White,-0.5,50-59,Some college,0.506188355,South
0,IN,White,-0.5,70+,HS,0.601173095,North Central
1,UT,White,0.5,30-39,Post-grad,0.623836582,West
1,CA,Hispanic,0.5,60-69,Post-grad,0.338717892,West
1,MA,White,0.5,40-49,HS,0.353487213,Northeast
1,VA,Black,-0.5,50-59,Post-grad,0.471736237,South
1,IN,White,-0.5,60-69,No HS,0.601173095,North Central
0,GA,Black,0.5,30-39,No HS,0.526611726,South
0,PA,White,-0.5,50-59,HS,0.503755358,Northeast
1,MO,White,-0.5,70+,HS,0.59818561,North Central
0,KY,White,0.5,50-59,HS,0.65670629,South
0,PA,White,-0.5,18-29,Some college,0.503755358,Northeast
0,NY,White,0.5,70+,Post-grad,0.382275815,Northeast
0,NY,Hispanic,-0.5,40-49,4-Year College,0.382275815,Northeast
1,VT,White,-0.5,40-49,HS,0.348135737,Northeast
0,TN,White,0.5,30-39,HS,0.63624343,South
0,FL,Other,-0.5,50-59,Some college,0.506188355,South
1,MI,White,0.5,18-29,Some college,0.501176682,North Central
0,PA,White,-0.5,60-69,Post-grad,0.503755358,Northeast
0,OK,Other,0.5,30-39,Post-grad,0.693047372,South
1,IL,White,-0.5,70+,HS,0.409799486,North Central
0,PA,White,-0.5,60-69,Post-grad,0.503755358,Northeast
0,PA,White,0.5,40-49,HS,0.503755358,Northeast
1,CA,White,-0.5,18-29,HS,0.338717892,West
0,LA,White,0.5,40-49,HS,0.601716772,South
1,PA,White,0.5,40-49,Post-grad,0.503755358,Northeast
0,NV,White,0.5,50-59,Some college,0.487062906,West
1,MO,White,0.5,60-69,Some college,0.59818561,North Central
1,OK,White,-0.5,30-39,HS,0.693047372,South
0,TN,White,-0.5,50-59,HS,0.63624343,South
1,SC,White,-0.5,70+,HS,0.574602564,South
1,VA,White,0.5,50-59,4-Year College,0.471736237,South
0,VA,White,0.5,30-39,HS,0.471736237,South
0,MI,Other,-0.5,18-29,Some college,0.501176682,North Central
0,TX,White,-0.5,50-59,Some college,0.547132256,South
1,AL,White,-0.5,30-39,Some college,0.643741436,South
0,TX,White,-0.5,40-49,HS,0.547132256,South
0,WI,White,0.5,60-69,Post-grad,0.50407989,North Central
1,VA,White,0.5,40-49,4-Year College,0.471736237,South
